Name,Category,Education,Skills,Experience
Donald White,DevOps,BTECH,"jenkins, ansible, docker, ci/cd, kubernetes",12.1
Nicholas Cantrell,Operations Manager,MBA,"logistics, supply chain, strategy, operations, team management",5.4
Rhonda Barton,Sales,BA,"lead generation, , negotiation, crm, cold calling",2.5
Stephen Andrews,Operations Manager,MBA,"supply chain, operations, logistics, strategy",0.4
David Thompson,DotNet Developer,BE,"asp.net, mvc, .net, entity framework, c#",2.6
Jason Scott,Data Scientist,BTECH,"statistics, data mining, deep learning",3.4
Amy Carter,Business Analyst,BA,"sql, requirement gathering, analytics, excel, power bi",2.9
Melissa White,Advocate,PHD,"contracts, litigation, legal research, law, drafting",14.5
Ashley Hernandez,Web Designing,BSC,"figma, bootstrap, javascript, css",7.3
Matthew Morgan,Sales,MBA,"negotiation, lead generation, crm, ",0.1
Tara Martin,Civil Engineer,BTECH,"autocad, construction, structural analysis, estimation, staad pro",1.0
Stephanie Martinez,Advocate,BA,"drafting, legal research, law, litigation",0.7
Hector Reynolds,Engineer,BE,"c++, c, matlab",0.8
Mary Hood,Sales,MBA,"cold calling, lead generation, crm, negotiation",5.5
Dawn Barron,DotNet Developer,BTECH,"c#, mvc, .net, entity framework, asp.net",9.9
Jennifer Gomez,Hadoop,BE,"spark, pig,  , mapreduce",4.3
Anthony Brown,PMO,BTECH,"ms project, project management, scrum, jira",11.3
Brandy Johnson,PMO,BTECH,"ms project, agile, project management, jira, scrum",
Colleen Delgado,Tableau Developer,MBA,"bi tools, dashboards, data visualization, sql, tableau",1.7
Gabrielle Webb,Sales,BA,"cold calling, , negotiation",0.8
Alexis Kelley,Civil Engineer,BTECH,"construction, autocad, structural analysis",13.1
Anita Moran,DevOps,BA,"law, contracts, legal research",8.8
Elizabeth Brooks,Web Designing,BTECH,"css, html, bootstrap",3.6
Dr. Rebecca Pearson,Network Security Engineer,BTECH,,4.3
Michael Thomas,Engineer,BE,"matlab, embedded systems, c, control systems",7.5
Sally Thompson,Electrical Engineer,BTECH,"vlsi, electronics, matlab",12.0
Paul Davis,PMO,MBA,"ms project, project management, agile, scrum",11.3
Diane Wood,Sales,MBA,"cold calling, negotiation, , lead generation",8.8
Kelli Stewart,Business Analyst,BA,"power bi, analytics, requirement gathering, excel",12.3
Jennifer Kim,Blockchain,BTECH,"smart contracts, , ethereum, web3.js, solidity",4.4
Anthony Jones,Mechanical Engineer,BE,"solidworks, autocad, cam, thermodynamics, mechanics",9.2
Mrs. Donna Henry MD,HR,BE,"thermodynamics, solidworks, mechanics, autocad, cam",1.5
Susan Johnson,Advocate,BA,"contracts, legal research, law, drafting",14.7
James Boone,Advocate,BA,"litigation, contracts, law, drafting",1.9
John Sheppard Jr.,Automation Testing,BTECH,"automation, python, selenium, junit, pytest",0.5
Erin Keith,HR,MBA,"interviewing, recruitment, employee relations, communication",1.4
Ernest Stevens,Civil Engineer,BE,"hibernate, java, spring, microservices, rest api",14.8
Mark Wright,Sales,BTECH,"mongodb, oracle, postgresql",6.4
Deborah Rollins,SAP Developer,BTECH,"erp, sap, sap hana",7.2
Kevin Long,Hadoop,BE,"mapreduce, hive,  , spark",2.8
Jill White,SAP Developer,MBA,"sap, fiori, sap hana, abap",6.8
Paula Kennedy,PMO,BSC,"training, nutrition, fitness coaching, anatomy, yoga",13.0
Aaron Johnson,Arts,BA,"sociology, sculpting, drawing",7.4
Ruben Livingston,SAP Developer,MBA,"fiori, erp, sap, abap, sap hana",3.4
Jessica Scott,DotNet Developer,BTECH,"c#, entity framework, .net, mvc",14.2
Marcia Cunningham,Hadoop,BE,"spark, mapreduce, hive",6.4
Miranda Mcintyre,Blockchain,MTECH,"solidity, ethereum, smart contracts",1.7
Tony Roach,Tableau Developer,BTECH,"data visualization, bi tools, tableau, dashboards",3.9
Jason Perez,Arts,BA,"painting, history, sculpting",10.8
Stanley Davenport,DotNet Developer,BTECH,"mvc, entity framework, asp.net, .net, c#",10.3
Breanna Pineda,Network Security Engineer,BTECH,"vpn, firewall, networking",5.1
David Castaneda,Java Developer,MTECH,"rest api, spring, java, microservices",1.1
Kayla Jimenez MD,Network Security Engineer,BE,"vpn, firewall, security, cybersecurity",0.1
Brian Ruiz,Mechanical Engineer,BE,"cam, thermodynamics, solidworks, mechanics, autocad",0.1
Kimberly Martinez,,MBA,"abap, erp, sap hana, sap",3.9
Michael Davis,Web Designing,BA,"bootstrap, figma, html",13.5
Christopher Wilson,Electrical Engineer,BE,"vlsi, electronics, circuit design, signal processing",13.5
Jared Jones,DevOps,MTECH,"ansible, jenkins, ci/cd, docker, kubernetes",5.0
Brandy Miranda,Arts,BA,"sculpting, sociology,    , history",1.7
Eric Aguilar,Engineer,BTECH,"embedded systems, c, matlab, control systems, c++",13.6
Seth Taylor,DotNet Developer,BE,"entity framework, mvc, c#, asp.net, .net",5.2
Richard Miller,Network Security Engineer,BE,"firewall, networking, security, cybersecurity, vpn",0.8
Edward Kelley,HR,BA,"ms excel, communication, recruitment, interviewing",10.1
David Thomas,PMO,BTECH,"agile, scrum, project management, jira",13.8
Mrs. Stacey Davis MD,Hadoop,BTECH," , spark, hive, pig, mapreduce",2.0
Ian Carter,Automation Testing,BTECH,"automation, selenium, pytest, junit, python",12.5
Cathy Neal,Civil Engineer,BE,"structural analysis, autocad, staad pro",14.6
Courtney Mckenzie,ETL Developer,BE,"ssrs, data warehousing, etl, sql",13.8
Jeremy Smith,Network Security Engineer,BE,"embedded systems, control systems, c++, matlab, c",9.8
Michael Lewis,Data Scientist,BTECH,"data mining, deep learning, ml",7.7
Eileen Brown,Civil Engineer,BE,"estimation, autocad, staad pro",14.1
James Cox,Tableau Developer,BTECH,"supply chain, operations, strategy",1.3
Anthony Carter,DotNet Developer,BE,"asp.net, entity framework, c#, mvc, .net",
Michael Rodriguez,Network Security Engineer,BE,"security, networking, cybersecurity, vpn, firewall",11.6
Amy Manning,Advocate,PHD,"contracts, litigation, drafting, law, legal research",14.9
Anthony Thompson,Mechanical Engineer,BTECH,"cam, solidworks, mechanics, autocad",12.2
Gabriella Frazier,Hadoop,MTECH," , pig, spark",7.1
Ashley Whitney,Engineer,BTECH,"control systems, matlab, embedded systems, c",0.7
Nancy Lang,ETL Developer,BE,"autocad, staad pro, structural analysis, construction",8.4
Andrea Garcia,PMO,BTECH,"agile, scrum, ms project",10.0
Lisa Nichols,Blockchain,BTECH,"solidity, web3.js, smart contracts",10.5
Christine Vincent,Blockchain,MTECH,"smart contracts, solidity, , ethereum",9.1
Mr. Michael Rodriguez,Blockchain,BTECH,"smart contracts, , ethereum, web3.js, solidity",7.2
Autumn Williams,Python Developer,BTECH,"flask, django, pandas, fastapi, python",8.4
Samuel Woods,Operations Manager,BTECH,"operations, supply chain, team management, strategy",14.9
Diana Waller,PMO,MBA,"ms project, scrum, jira, agile",5.4
Todd Maldonado,Civil Engineer,BTECH,"structural analysis, staad pro, construction, autocad",7.0
Robin George,HR,BE,"postgresql, dbms, sql, mongodb",10.8
Julia Cooper,Python Developer,BTECH,"pandas, django, fastapi, python",6.6
Makayla Smith,SAP Developer,MBA,"fiori, sap hana, abap",8.0
Kevin Crawford,Web Designing,BA,"figma, bootstrap, html, css, javascript",9.0
Victoria Anderson,Business Analyst,BA,"analytics, requirement gathering, excel, sql",14.6
Frank Kramer,ETL Developer,BE,"ssrs, data warehousing, etl, informatica, sql",2.3
Christopher Smith,DotNet Developer,BE,"c#, mvc, .net, entity framework, asp.net",0.9
Raymond Hampton,Engineer,BE,"embedded systems, c, control systems",1.5
Jacob Greer,DevOps,MTECH,"jenkins, ansible, ci/cd",13.0
Bruce Gallagher,Sales,MBA,"cold calling, crm, lead generation, negotiation",1.9
Walter Underwood,Operations Manager,MBA,"logistics, operations, team management, strategy, supply chain",10.5
Ian Wheeler,Python Developer,BTECH,,8.8
Tyler Walker,Operations Manager,BE,"matlab, embedded systems, c",14.3
Rose Rodriguez,Business Analyst,BTECH,"analytics, excel, power bi, sql, requirement gathering",10.1
Beth Campbell,PMO,MBA,"jira, agile, scrum",1.8
Shannon Perez,DotNet Developer,BE,"asp.net, .net, mvc, entity framework, c#",10.8
Lisa Aguirre,HR,MBA,"employee relations, interviewing, communication",3.9
Nicole Powers,Business Analyst,BA,"analytics, power bi, requirement gathering",12.8
Amanda Johnson,DevOps,MTECH,"kubernetes, ci/cd, docker",11.5
Bridget Juarez,Engineer,BE,"c++, c, control systems, embedded systems",6.4
Kevin Riley,Mechanical Engineer,BE,"solidworks, cam, thermodynamics, autocad",8.6
Trevor Shaw,Electrical Engineer,BTECH,"vlsi, matlab, circuit design",13.3
Natalie Daniels,Tableau Developer,MBA,"dashboards, tableau, sql",1.0
David Hunter,DotNet Developer,BTECH,"entity framework, asp.net, c#, mvc",14.8
David Rodriguez,SAP Developer,BTECH,"erp, sap hana, fiori",2.9
Wayne Bailey,Electrical Engineer,BTECH,"electronics, circuit design, matlab, vlsi, signal processing",3.1
Nicholas Murillo,Engineer,BTECH,"control systems, c++, embedded systems",9.3
Jill Arnold,Data Scientist,BTECH,"ml, deep learning, python, data mining",5.9
Amanda Parker,Operations Manager,BTECH,"operations, strategy, supply chain",0.5
Kevin Rodriguez,Java Developer,BE,"microservices, spring, java, hibernate, rest api",13.3
Stephen Lester,Web Designing,BSC,"bootstrap, css, javascript",14.8
Kelly Chambers,Data Scientist,PHD,"deep learning, python, statistics",10.6
Reginald Hamilton,SAP Developer,MBA,"sap hana, fiori, abap, sap",14.0
Darlene Perez,Mechanical Engineer,BTECH,"automation, python, selenium, junit, pytest",5.8
Mark Carpenter,Business Analyst,BA,"requirement gathering, power bi, excel, sql",12.6
Denise Carlson,Hadoop,BE," , mapreduce, hive, pig",12.2
Samantha Edwards,Business Analyst,MBA,"requirement gathering, power bi, analytics, excel, sql",5.6
Charles Price,Business Analyst,MBA,"excel, sql, power bi, requirement gathering",8.7
Isaac Fox,Civil Engineer,BE,"estimation, staad pro, construction, autocad",8.3
Pamela Wilson,Engineer,BE,"matlab, control systems, c++, embedded systems, c",8.7
Doris Jones,Sales,BA,"negotiation, lead generation, cold calling, , crm",13.5
Andrea Miller,Network Security Engineer,BE,"vpn, cybersecurity, networking",3.0
Anthony Randolph,HR,BA,"employee relations, ms excel, interviewing",10.3
Robin Romero,Business Analyst,BTECH,"requirement gathering, analytics, excel",10.7
Monica Schmitt,Advocate,BA,"contracts, legal research, drafting, litigation",3.3
Andrea Orozco,Data Scientist,BTECH,"ml, python, deep learning, data mining",11.8
Mark Wagner,Automation Testing,BTECH," , pig, hive, mapreduce, spark",6.0
Jeremy Hahn,PMO,MBA,"project management, agile, scrum, jira, ms project",5.8
Deanna Brooks,Network Security Engineer,MBA,"data visualization, bi tools, tableau, dashboards",12.4
Melinda Patrick,PMO,MBA,"project management, jira, ms project, agile",7.6
Jessica Lewis,Advocate,BA,"law, litigation, legal research, contracts, drafting",6.0
Jamie Wallace,Database,BTECH,"mongodb, oracle, dbms",10.9
Kayla Watson,Electrical Engineer,BTECH,"circuit design, electronics, vlsi, signal processing, matlab",1.6
Randy Warren,Civil Engineer,BE,"autocad, construction, structural analysis, estimation",
Jeanette Burch,Python Developer,MTECH,"flask, fastapi, python, django",
Hunter Garcia,SAP Developer,BTECH,"erp, abap, fiori, sap hana",11.5
Holly Palmer,Advocate,PHD,"law, contracts, drafting, litigation, legal research",0.1
Chris Stewart,Hadoop,BA,"fitness coaching, training, anatomy, nutrition",5.0
Ruben Farley,Civil Engineer,BTECH,"construction, staad pro, autocad, structural analysis, estimation",6.1
Zachary Hill,SAP Developer,BTECH,"erp, sap hana, abap, sap",4.4
Robert Caldwell,Arts,MTECH,"django, flask, fastapi, python, pandas",6.6
Tabitha Smith,Python Developer,BTECH,"django, fastapi, python",8.1
Julie Jones,Civil Engineer,BE,"autocad, structural analysis, staad pro, estimation, construction",13.3
Jennifer Woodard,Data Scientist,BTECH,"ml, statistics, deep learning, data mining, python",12.6
Jennifer Parker,Web Designing,BA,"figma, css, html, javascript",6.2
Michael Giles,Database,BTECH,"oracle, mongodb, dbms, sql, postgresql",6.8
Whitney Martin,Engineer,BE,"c++, c, embedded systems, control systems, matlab",7.5
Natalie Murphy,DotNet Developer,BE,"mvc, entity framework, asp.net, c#",12.3
John Richards,Operations Manager,BTECH,"supply chain, strategy, operations, team management, logistics",1.9
Tiffany Atkins,Sales,MBA,"lead generation, , cold calling, negotiation",8.4
Nancy Hernandez,DotNet Developer,BTECH,"entity framework, .net, mvc, c#",6.8
Philip Stone,Automation Testing,BE,,5.1
Martin Montgomery,Sales,BTECH,"operations, team management, supply chain, logistics",14.3
Brittany Sharp,ETL Developer,BE,"data warehousing, sql, etl",6.0
Robin Garcia,Tableau Developer,BTECH,"data visualization, tableau, sql, bi tools",8.8
Joseph Greene,SAP Developer,BTECH,"sap, fiori, sap hana, erp, abap",14.3
Kevin Romero,HR,BA,"interviewing, communication, recruitment, employee relations",6.2
Catherine Caldwell,Automation Testing,BE,"junit, pytest, python",6.0
Patrick Harris,Electrical Engineer,BTECH,"matlab, vlsi, signal processing, circuit design, electronics",10.3
Michelle Gaines,Sales,MBA,"cold calling, , lead generation, crm",8.3
Matthew Bernard,Tableau Developer,MBA,"tableau, data visualization, dashboards, bi tools",9.6
Edward Henson,Tableau Developer,BTECH,"dashboards, bi tools, sql, data visualization",0.9
Jennifer Miller,Civil Engineer,BE,"structural analysis, estimation, construction, staad pro, autocad",4.7
Blake Stone,Business Analyst,BTECH,"oracle, sql, dbms, mongodb",13.7
Jeffery Davis,Mechanical Engineer,BTECH,"thermodynamics, cam, autocad",11.0
Ashley Fitzgerald,Operations Manager,BTECH,"supply chain, operations, strategy",10.7
Susan Trujillo,Operations Manager,MBA,"team management, strategy, logistics, supply chain, operations",4.6
Christy Herrera,Electrical Engineer,BTECH,"automation, pytest, selenium, python, junit",9.3
Mark Reyes,Sales,BA,"negotiation, cold calling, crm, , lead generation",14.1
Christopher Odom,HR,MBA,"communication, employee relations, recruitment, ms excel",9.3
Regina Williams,Mechanical Engineer,BTECH,"mechanics, solidworks, autocad, cam",14.9
Justin Martinez,Java Developer,BE,"rest api, hibernate, microservices",6.8
Mathew Medina,Operations Manager,BTECH,"operations, supply chain, strategy, logistics, team management",10.0
Kathleen Owen,PMO,BTECH,"project management, jira, scrum, agile, ms project",1.8
Phillip Curtis,Web Designing,BTECH,"bootstrap, html, figma, javascript",
Shawn Roach,HR,MBA,"communication, interviewing, ms excel, employee relations, recruitment",4.0
Ronald Reese,Sales,BA,"cold calling, lead generation, crm",7.8
Taylor Stewart,Network Security Engineer,BTECH,"vpn, security, cybersecurity, networking",13.8
Danny Cooper,PMO,BTECH,"mvc, c#, .net, asp.net, entity framework",3.7
Dr. Melanie Soto DDS,Arts,BA,"   , history, drawing, painting",4.1
Catherine Valdez,Java Developer,BE,"java, spring, hibernate",11.0
Michael Foster,Advocate,BA,"drafting, litigation, contracts, legal research, law",8.9
Diana Mccarthy,DotNet Developer,BE,"c#, entity framework, .net",7.5
Lisa Hall,DevOps,BE,"ansible, kubernetes, docker",9.0
Zachary Webb,Operations Manager,BTECH,"strategy, team management, operations",5.3
Misty Burgess,Arts,BA,"   , history, psychology, drawing",14.6
Pamela Tanner,Sales,MBA,", cold calling, negotiation, crm, lead generation",10.2
Brittany Braun,Civil Engineer,BE,"structural analysis, estimation, staad pro, autocad, construction",13.0
Michael Sanchez,Web Designing,BA,"css, html, figma",11.0
Stephen Lawson,Engineer,BTECH,"matlab, control systems, c++, c",8.3
Jesse Zimmerman,Electrical Engineer,BTECH,"vlsi, electronics, matlab, circuit design, signal processing",7.9
Brian Mcintosh,Network Security Engineer,BE,"firewall, vpn, networking",8.0
Theresa Davis,Advocate,BA,"legal research, contracts, drafting",6.3
Justin Simmons,PMO,MBA,"scrum, agile, project management",0.0
James Bennett,Electrical Engineer,BTECH,"circuit design, electronics, matlab",12.5
Melissa Turner,PMO,MBA,"project management, ms project, scrum",10.4
Drew Collins,Tableau Developer,MBA,"tableau, data visualization, dashboards",9.1
Dr. Alice Steele,Tableau Developer,BE,"flask, fastapi, django, pandas",0.2
Linda Walsh,PMO,MBA,"project management, jira, scrum, agile",3.8
Lisa Jennings,HR,BA,"communication, ms excel, employee relations, recruitment",0.7
Laura Young,Network Security Engineer,BE,"networking, firewall, vpn",11.8
Kelly Sims II,Database,BE,"sql, mongodb, oracle, postgresql",10.6
Mrs. Alison Wilson,DotNet Developer,BTECH,,2.2
Gregory Martin,Civil Engineer,BE,"estimation, structural analysis, staad pro, construction, autocad",10.4
Caleb Rhodes,Database,BTECH,"mongodb, postgresql, sql",14.3
Michael Bartlett,Tableau Developer,MBA,"bi tools, tableau, sql, data visualization",12.9
Garrett Proctor,ETL Developer,BE,"etl, data warehousing, ssrs, informatica, sql",6.6
Edward Norman,Data Scientist,PHD,"statistics, python, deep learning, data mining",7.8
Grace Jones,Network Security Engineer,BE,"security, networking, firewall, cybersecurity, vpn",8.2
Mr. Thomas Guerrero DDS,Data Scientist,MTECH,"deep learning, data mining, python, ml, statistics",4.4
Margaret Rice,Tableau Developer,BTECH,"tableau, dashboards, bi tools, sql, data visualization",8.5
Daniel Meyer,Mechanical Engineer,BTECH,"mechanics, solidworks, thermodynamics, cam, autocad",7.5
Paul Holloway,Java Developer,BTECH,"spring, microservices, rest api, java",15.0
Dr. Charles Galloway,Database,BE,"dbms, postgresql, mongodb, sql",11.5
Mrs. Melinda Adams PhD,HR,MBA,"employee relations, communication, interviewing, recruitment",14.1
Anthony Silva,Blockchain,MTECH,", solidity, web3.js, smart contracts",8.7
Debra Christensen,Advocate,BE,"mechanics, cam, solidworks, autocad, thermodynamics",11.4
Jessica Jones,Hadoop,BE,"hive, mapreduce, spark,  , pig",12.9
Norman Douglas,Health and fitness,BTECH,"erp, abap, sap, sap hana",10.2
Scott Crawford,Civil Engineer,BTECH,"staad pro, structural analysis, construction, estimation, autocad",7.0
Robert Bell,Python Developer,BTECH,"fastapi, python, django, flask",0.6
Amy Martinez,Electrical Engineer,BTECH,"circuit design, vlsi, signal processing",11.9
Miss Valerie Sawyer,DotNet Developer,BTECH,".net, c#, entity framework, asp.net",4.8
Steven Smith,Database,MTECH,"oracle, sql, mongodb, postgresql, dbms",9.3
Jamie Howard,ETL Developer,BTECH,"etl, sql, informatica",8.0
Patricia Lee,Engineer,BE,"matlab, embedded systems, c++, c, control systems",5.3
Adam Phillips,Electrical Engineer,BTECH,"electronics, circuit design, vlsi, signal processing, matlab",12.0
Melissa Harrison,Python Developer,MTECH,"django, flask, pandas",14.0
Jennifer Tran,Business Analyst,MBA,"excel, sql, power bi, requirement gathering",4.8
Jennifer Morales,DevOps,BTECH,"jenkins, docker, kubernetes",13.4
Derek Carter,Sales,BA,"cold calling, crm, negotiation, , lead generation",5.9
William Cervantes DDS,Automation Testing,BTECH,"estimation, construction, autocad, staad pro, structural analysis",10.7
Andrew Baker,Operations Manager,MBA,"cold calling, crm, negotiation, ",1.8
Dana Clark,HR,BA,"ms excel, communication, recruitment, interviewing, employee relations",4.6
Tonya Wagner,SAP Developer,BTECH,"sap hana, fiori, sap",9.2
Erica Aguilar,PMO,MBA,"ms project, project management, agile",9.5
Jerry Martin,DotNet Developer,BE,"asp.net, .net, entity framework, mvc, c#",14.9
Clifford Palmer,Data Scientist,PHD,"ml, python, deep learning, data mining, statistics",5.5
Seth Gonzalez,Business Analyst,BTECH,"power bi, requirement gathering, excel",1.4
Nicolas Robles,SAP Developer,MBA,,4.5
Margaret Hunter,Data Scientist,BE,"structural analysis, construction, estimation, autocad",2.6
Ashley Mayer,Data Scientist,BE,"flask, pandas, fastapi, django",2.9
Randy Spencer,Arts,BA,"sculpting, sociology, history, painting",11.9
Elizabeth Hamilton,Blockchain,BTECH,"rest api, microservices, java, spring",8.2
Howard Mayo,Mechanical Engineer,BTECH,"cam, solidworks, autocad",
Dylan Navarro,Web Designing,BSC,"html, javascript, css, bootstrap",9.0
Dominique Heath,Operations Manager,MBA,"logistics, operations, team management, strategy, supply chain",
Carolyn Woods,DevOps,BE,"pytest, python, selenium, junit, automation",9.7
Melissa Meyer,Network Security Engineer,BE,"security, vpn, firewall, cybersecurity, networking",4.3
Jasmine Nolan,Automation Testing,BE,"python, junit, automation, selenium",11.5
Erica Santos,Advocate,PHD,"drafting, law, litigation",2.6
Samuel Thompson,DevOps,BTECH,"jenkins, ci/cd, kubernetes",4.8
Kevin Phelps,Blockchain,MTECH,", web3.js, smart contracts",12.4
Keith James,PMO,BTECH,"agile, jira, ms project, project management, scrum",4.6
April Cain DDS,Automation Testing,BTECH,"automation, junit, pytest, python",13.6
Patricia Mitchell,Health and fitness,BA,"nutrition, yoga, training",2.5
Marcus Solis,Engineer,BTECH,"c, embedded systems, c++, matlab",6.3
Alex Dyer,HR,MBA,"employee relations, ms excel, interviewing, communication",9.2
Angela Wilson,Sales,BTECH," , hive, mapreduce",7.2
Holly Freeman,HR,BA,"ms excel, communication, recruitment, employee relations",0.8
Kelly Newton,PMO,MBA,"scrum, jira, project management, agile",10.1
Jack Skinner,Engineer,BTECH,"sql, analytics, excel, requirement gathering",8.0
Elizabeth Miller,HR,MBA,"employee relations, ms excel, communication",12.8
Robert Cunningham,Network Security Engineer,BE,"firewall, networking, security",4.0
Eric Smith Jr.,PMO,MBA,"agile, ms project, scrum, jira, project management",0.0
Melinda Green,PMO,BTECH,"project management, agile, scrum, ms project",11.4
Lisa Estrada,HR,MBA,"recruitment, ms excel, employee relations, communication, interviewing",4.4
Tiffany Hurst,Civil Engineer,BE,"estimation, structural analysis, construction, autocad",9.8
Mrs. Kim Sims,Engineer,BE,"c, embedded systems, matlab",3.2
Amanda Hill,Sales,MBA,"cold calling, crm, lead generation",2.5
Justin Mendoza,SAP Developer,BTECH,"erp, sap, sap hana, abap",2.5
Tabitha Johnson,DotNet Developer,BE,"asp.net, .net, mvc",7.9
Daniel Hensley,Hadoop,BTECH,"spark, pig, hive, mapreduce",2.1
Colin Austin,Advocate,BA,"bootstrap, html, javascript, css, figma",1.6
George Copeland,Java Developer,BTECH,"spring, hibernate, rest api, java",14.9
Misty Roach,Tableau Developer,BTECH,"bi tools, tableau, data visualization, sql",14.7
Steven Simon,Sales,MBA,", lead generation, crm",10.7
Joseph Williams,Web Designing,BA,"bootstrap, javascript, css, html, figma",12.8
Jeremy Conley,Electrical Engineer,BTECH,"signal processing, vlsi, circuit design, matlab",1.5
Melissa Wilson,DotNet Developer,BE,"mvc, .net, entity framework",0.3
Calvin Evans,Java Developer,BE,"microservices, rest api, spring, hibernate",4.9
Douglas Allen,Hadoop,BE,,4.0
Peter Anderson,Civil Engineer,BTECH,"staad pro, autocad, estimation",6.2
Dustin Bradshaw,HR,MBA,"communication, interviewing, ms excel, recruitment, employee relations",0.6
Meredith Gordon,Engineer,BE,"c, control systems, matlab, embedded systems",5.5
Sandra Bradley,Database,BE,"etl, sql, data warehousing",13.9
Steven Johnson,Health and fitness,BSC,"yoga, fitness coaching, training",5.6
Brooke Rodriguez,Business Analyst,BTECH,"sql, requirement gathering, excel, power bi, analytics",10.1
Danielle Smith,Network Security Engineer,BE,"security, cybersecurity, firewall, vpn, networking",12.0
Lawrence Cabrera,Hadoop,MTECH,"spark, pig,  , hive",11.1
Kimberly Young,Tableau Developer,BTECH,"sql, data visualization, dashboards, tableau, bi tools",6.4
Allison Hicks,Operations Manager,BTECH,"operations, logistics, team management, supply chain, strategy",2.8
James Henderson,Advocate,BA,"litigation, law, drafting, legal research, contracts",3.7
Valerie Mclean,SAP Developer,MBA,"erp, abap, sap, fiori",1.3
Jorge Walker,Data Scientist,MTECH,"python, data mining, deep learning",2.1
Carlos Brown,Civil Engineer,BE,"construction, structural analysis, autocad",1.0
Linda Burke,Sales,BA,"crm, , lead generation, cold calling, negotiation",10.5
Mercedes Strong,Operations Manager,BTECH,"logistics, team management, supply chain",7.4
David Johnson,Electrical Engineer,BE,"circuit design, signal processing, electronics, matlab, vlsi",10.1
Pamela Chandler,Automation Testing,BE,"python, junit, pytest, selenium",4.5
Renee Rodriguez,HR,MBA,"interviewing, communication, employee relations",3.9
William White,Health and fitness,BA,"training, yoga, nutrition, anatomy, fitness coaching",13.7
Ashley Hicks,Operations Manager,MBA,"supply chain, strategy, operations, logistics",12.6
Nicole Price,Mechanical Engineer,BA,"analytics, excel, sql, requirement gathering",1.5
Stacey Lewis,HR,BA,"employee relations, communication, ms excel, interviewing",13.8
Mark Frank,Advocate,PHD,"law, drafting, litigation, legal research, contracts",11.4
Connor Mason,Sales,BA,", crm, lead generation",14.5
Brandi Moore,Network Security Engineer,BE,"vpn, security, networking, cybersecurity, firewall",7.7
Michelle Andrews,Tableau Developer,BTECH,"bi tools, sql, dashboards, data visualization, tableau",11.1
Renee Davis,Business Analyst,BA,"power bi, sql, requirement gathering, excel, analytics",3.4
Charles Washington,Health and fitness,BSC,"nutrition, yoga, fitness coaching, anatomy",10.9
William Cruz,DotNet Developer,BTECH,"mvc, c#, entity framework",4.6
Kevin Bennett,Automation Testing,BTECH,"python, selenium, automation, junit",0.8
Jennifer Medina,PMO,MBA,"jira, project management, scrum",1.3
Manuel Jordan,Automation Testing,BE,"automation, pytest, python, junit",0.8
Nicholas Rodriguez,ETL Developer,BTECH,"ssrs, informatica, sql, data warehousing",2.1
Robin Collins,Blockchain,MBA,"negotiation, crm, ",7.8
Nancy Jackson,Health and fitness,BSC,"anatomy, yoga, training, nutrition, fitness coaching",0.7
Lindsay Forbes,Automation Testing,BE,"python, junit, selenium, pytest",0.3
Patricia Wilson,Civil Engineer,BE,"estimation, staad pro, autocad",10.5
Nicole David,Tableau Developer,BTECH,,7.6
Richard Moore,Web Designing,BSC,"html, figma, javascript, bootstrap, css",1.6
Suzanne Garcia,Mechanical Engineer,BTECH,"cam, solidworks, autocad, mechanics, thermodynamics",13.0
Stephanie Mendoza,Tableau Developer,BTECH,"dashboards, sql, tableau, data visualization, bi tools",4.7
Leah Long,Electrical Engineer,MBA,", lead generation, negotiation, cold calling",9.6
Susan White,Python Developer,BTECH,"fastapi, pandas, python, flask, django",
Amanda Webb,Operations Manager,MBA,"operations, logistics, strategy, team management",7.3
Valerie Buchanan,Sales,BTECH,"figma, css, bootstrap, html, javascript",4.2
Matthew Fernandez,Web Designing,BTECH,"html, figma, bootstrap",6.6
Amber Edwards,Blockchain,BTECH,"ethereum, solidity, web3.js, ",7.0
John Day,Advocate,BA,"psychology,    , painting, history",7.6
Shelia Parsons,Network Security Engineer,BTECH,"vpn, security, cybersecurity, firewall, networking",
Katherine Contreras,Electrical Engineer,BTECH,"matlab, signal processing, circuit design, vlsi, electronics",6.3
Amanda Davis,Civil Engineer,BA,"javascript, figma, html, bootstrap",12.4
Allison Torres,Operations Manager,BTECH,"team management, strategy, logistics, operations, supply chain",3.5
Shannon Miranda,DevOps,MTECH,"kubernetes, docker, ansible, jenkins",
Spencer Thompson,Engineer,BE,"c, c++, control systems",14.2
Sergio Torres,Sales,MBA,"cold calling, lead generation, negotiation",9.1
Brian Herring,Advocate,PHD,"drafting, litigation, contracts",6.5
Brent Spence,Hadoop,MTECH," , mapreduce, hive, spark, pig",3.4
Ruben Moore,Tableau Developer,BA,"yoga, fitness coaching, anatomy, training, nutrition",14.4
Andrew Trujillo,Civil Engineer,BTECH,"structural analysis, autocad, construction",9.1
Melissa Robinson,DotNet Developer,BTECH,"mvc, entity framework, asp.net, .net",14.9
Lee Barnes,HR,BA,"interviewing, recruitment, ms excel, communication, employee relations",0.1
Rebecca Wagner,Advocate,PHD,"contracts, drafting, litigation, law",4.3
Sarah Holt,Data Scientist,BTECH,"deep learning, python, data mining, statistics",12.7
Julia Vasquez,Arts,BA,"psychology, history,    , sociology, sculpting",
